file,test results,test results background,test results shared distribution,adj_test,adj_background,adj_dist,result
OG0005294,0,2.939315457695102e-13,0.08690020489874961,0,1.9243400367890398e-12,0.25521590546273426,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005295,0,6.036848476664858e-8,6.148533016059332e-9,0,2.4044603573646733e-7,6.822506827435068e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005298,0.5,0.5,0.1263843683815326,0.5,0.5,0.3496984361707688,No significant signals
OG0005299,0.5,0,0.02750170946803276,0.5,0,0.09449277310274853,No evidence of episodic diversifying selection on test branches
OG0005300,0,0,0.05756272159760545,0,0,0.1812067612902915,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005301,2.084652284128907e-9,0.5,2.023342338233203e-4,7.3763963692296356e-9,0.5,0.0011559094348124338,Selection associated with trait
OG0005302,1.297374417508212e-6,2.521903408325699e-8,0.04853519258703365,3.99458398560426e-6,1.0448575394475312e-7,0.15592876460310923,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005303,0.5,3.834155215542978e-12,0.8828019536947945,0.5,2.276036583712241e-11,1,No evidence of episodic diversifying selection on test branches
OG0005304,3.341771304121721e-14,3.350411920122198e-8,1.333136681935798e-6,1.5343782831391776e-13,1.3756079302019746e-7,1.0823919307837084e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005305,0.4952991578354886,0.001815340254019748,0.9941472926264961,0.5,0.004302237102557754,1,No evidence of episodic diversifying selection on test branches
OG0005306,0.5,0.003280321895505034,0.8408824096833498,0.5,0.007479237620020039,1,No evidence of episodic diversifying selection on test branches
OG0005307,0.5,0.5,0.9939357832289615,0.5,0.5,1,No significant signals
OG0005308,6.190103984948792e-12,0.4009904572903519,0.2836392461954786,2.488404551311277e-11,0.5,0.6711037932809916,Selection associated with trait. No difference between FG-BG dist
OG0005310,0,0.2570408857231902,1.258243509383306e-9,0,0.40423627231502196,1.500013439905305e-8,Selection associated with trait
OG0005311,0,1.887379141862766e-15,0.6183519528974043,0,1.5097288791887467e-14,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005312,5.812706844047222e-4,0.5,0.5908899004882346,0.001556589657649403,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005313,0,7.665244722288023e-8,4.248108055693312e-4,0,3.0128380141418183e-7,0.0023022777221055487,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005315,0,6.254465089172712e-7,2.081878736825971e-5,0,2.241507053697301e-6,1.409910834681438e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005316,0.4990453373267034,1.528777104908841e-13,0.8038621570917452,0.5,1.02889314486672e-12,1,No evidence of episodic diversifying selection on test branches
OG0005317,0.5,0.06204243916864949,0.9993302091662736,0.5,0.1145185137565923,1,No significant signals
OG0005318,0.5,0.5,0.948682948768625,0.5,0.5,1,No significant signals
OG0005319,0.5,0.5,0.9931901230612393,0.5,0.5,1,No significant signals
OG0005320,1.229127910562511e-12,0,0.002106380177578915,5.1641272164653065e-12,0,0.009713359979293191,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005321,0.4136749578481435,2.616413487514513e-4,0.1857768309643886,0.5,6.927212827910098e-4,0.4799696931333682,No evidence of episodic diversifying selection on test branches
OG0005322,0.5,2.738431064850944e-4,0.856612612242403,0.5,7.228155189473901e-4,1,No evidence of episodic diversifying selection on test branches
OG0005323,0.5,1.018067019575852e-9,0.9609001829850949,0.5,4.757759208654967e-9,1,No evidence of episodic diversifying selection on test branches
OG0005324,0.5,1.04908290402328e-4,0.8583451778272507,0.5,2.918615408010764e-4,1,No evidence of episodic diversifying selection on test branches
OG0005325,3.007120946396658e-5,0.5,0.03636857157145534,8.612386429868655e-5,0.5,0.12087941127148462,Selection associated with trait. No difference between FG-BG dist
OG0005326,0,2.55351295663786e-15,7.11188885560432e-10,0,2.0164830875639307e-14,8.75581764512879e-9,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005327,0.5,0.5,0.4880958327246078,0.5,0.5,0.993758981941068,No significant signals
OG0005328,0.5,2.089900474899764e-11,0.006102930724821931,0.5,1.1528418489647838e-10,0.02521779063064096,No evidence of episodic diversifying selection on test branches
